0		80000	0		0	0
1		73023.2	2752.16		9665.4	2565.15
1.1		72326.5	3029.13		10631.9	2821.67
1.2		71630.6	3307.97		11598.5	3080.03
1.3		70935.4	3588.65		12565	3340.36
1.4		70240.9	3871.2		13531.5	3602.75
1.5		69547.2	4155.59		14498	3867.3
1.6		68854.3	4441.83		15464.5	4134.13
1.7		68162.1	4729.91		16431	4403.33
1.8		67470.8	5019.84		17397.5	4675.01
1.9		66780.1	5311.62		18364	4949.28
2		66090.3	5605.23		19330.4	5226.24
2.1		65401.3	5900.68		20296.8	5505.99
2.2		64713	6197.97		21263.2	5788.64
2.3		64025.6	6497.09		22229.6	6074.29
2.4		63339	6798.04		23195.9	6363.06
2.5		62653.1	7100.83		24162.2	6655.04
2.6		61968.1	7405.44		25128.5	6950.34
2.7		61283.9	7711.87		26094.7	7249.07
2.8		60600.5	8020.13		27060.9	7551.33
2.9		59918	8330.21		28027	7857.23
3		59236.3	8642.11		28993.1	8166.88
3.1		58555.4	8955.82		29959.2	8480.38
3.2		57875.3	9271.35		30925.1	8797.86
3.3		57196.1	9588.69		31891	9119.41
3.4		56517.8	9907.84		32856.9	9445.15
3.5		55840.3	10228.8		33822.6	9775.21
3.6		55163.7	10551.6		34788.3	10109.7
3.7		54487.9	10876.1		35753.8	10448.7
3.8		53813	11202.5		36719.3	10792.4
3.9		53139	11530.7		37684.6	11140.9
4		52465.9	11860.6		38649.9	11494.4
4.1		51793.6	12192.4		39615	11852.9
4.2		51122.3	12525.9		40580	12216.7
4.3		50451.8	12861.3		41544.8	12586
4.301		50445.1	12864.6		41554.4	12589.8
4.302		50438.4	12868		41564.1	12593.5
4.303		50431.7	12871.3		41573.7	12597.3
4.304		50425	12874.7		41583.4	12601
4.305		50418.3	12878		41593	12604.8
4.306		50411.6	12881.4		41602.6	12608.5
4.307		50404.9	12884.7		41612.3	12612.3
4.308		50398.2	12888.1		41621.9	12616
4.309		50391.5	12891.4		41631.6	12619.8
4.31		50384.8	12894.8		41641.2	12623.5
4.311		50378	12898.2		41650.9	12627.3
4.312		50371.3	12901.5		41660.5	12631.1
4.313		50364.6	12904.9		41670.2	12634.8
4.314		50357.9	12908.2		41679.8	12638.6
4.315		50351.2	12911.6		41689.5	12642.3
4.316		50344.5	12914.9		41699.1	12646.1
4.317		50337.8	12918.3		41708.8	12649.9
4.318		50331.1	12921.6		41718.4	12653.6
4.319		50324.4	12925		41728.1	12657.4
4.32		50317.7	12928.4		41737.7	12661.1
4.321		50311	12931.7		41747.3	12664.9
4.322		50304.3	12935.1		41757	12668.7
4.323		50297.6	12938.4		41766.6	12672.4
4.324		50290.9	12941.8		41776.3	12676.2
4.325		50284.2	12945.1		41785.9	12679.9
4.326		50277.5	12948.5		41795.6	12683.7
4.327		50270.8	12951.9		41805.2	12687.5
4.328		50264.1	12955.2		41814.9	12691.2
4.329		50257.4	12958.6		41824.5	12695
4.33		50250.7	12961.9		41834.2	12698.8
4.331		50244	12965.3		41843.8	12702.5
4.332		50237.3	12968.7		41853.4	12706.3
4.333		50230.6	12972		41863.1	12710.1
4.334		50223.9	12975.4		41872.7	12713.9
4.335		50217.2	12978.7		41882.4	12717.6
4.336		50210.5	12982.1		41892	12721.4
4.337		50203.8	12985.5		41901.7	12725.2
4.338		50197.1	12988.8		41911.3	12728.9
4.339		50190.4	12992.2		41921	12732.7
4.34		50183.7	12995.5		41930.6	12736.5
4.341		50177	12998.9		41940.3	12740.3
4.342		50170.3	13002.3		41949.9	12744
4.343		50163.6	13005.6		41959.6	12747.8
4.344		50156.9	13009		41969.2	12751.6
4.345		50150.2	13012.3		41978.8	12755.4
4.346		50143.5	13015.7		41988.5	12759.1
4.347		50136.8	13019.1		41998.1	12762.9
4.348		50130.1	13022.4		42007.8	12766.7
4.349		50123.4	13025.8		42017.4	12770.5
4.35		50116.7	13029.2		42027.1	12774.2
4.351		50110	13032.5		42036.7	12778
4.352		50103.3	13035.9		42046.4	12781.8
4.353		50096.6	13039.2		42056	12785.6
4.354		50089.9	13042.6		42065.7	12789.4
