0		50000	0		0	0
1		49238.6	648.337		1870.83	707.107
1.1		49162.2	712.352		2057.91	777.817
1.2		49085.3	775.75		2244.99	848.421
1.3		49007.9	838.527		2432.08	918.908
1.4		48930	900.678		2619.16	989.268
1.5		48851.6	962.2		2806.24	1059.49
1.6		48772.7	1023.09		2993.32	1129.57
1.7		48693.3	1083.34		3180.4	1199.48
1.8		48613.4	1142.95		3367.49	1269.23
1.9		48533.1	1201.91		3554.57	1338.8
2		48452.3	1260.23		3741.65	1408.18
2.1		48371	1317.9		3928.73	1477.36
2.2		48289.3	1374.9		4115.81	1546.33
2.3		48207.1	1431.25		4302.88	1615.08
2.4		48124.5	1486.94		4489.96	1683.59
2.5		48041.4	1541.95		4677.04	1751.86
2.6		47957.9	1596.3		4864.11	1819.87
2.7		47874	1649.98		5051.19	1887.62
2.8		47789.6	1702.97		5238.26	1955.08
2.9		47704.8	1755.29		5425.33	2022.26
3		47619.6	1806.92		5612.4	2089.13
3.1		47534	1857.86		5799.46	2155.69
3.2		47448	1908.11		5986.53	2221.92
3.3		47361.6	1957.67		6173.59	2287.82
3.4		47274.8	2006.54		6360.65	2353.36
3.5		47187.6	2054.7		6547.71	2418.54
3.6		47100	2102.16		6734.76	2483.35
3.7		47012.1	2148.91		6921.81	2547.77
3.8		46923.8	2194.95		7108.86	2611.79
3.9		46835.1	2240.28		7295.9	2675.4
4		46746.1	2284.9		7482.94	2738.58
4.1		46656.7	2328.79		7669.97	2801.33
4.2		46566.9	2371.97		7857	2863.62
4.3		46476.9	2414.42		8044.02	2925.46
4.4		46386.5	2456.15		8231.03	2986.81
4.5		46295.7	2497.14		8418.04	3047.68
4.6		46204.6	2537.41		8605.05	3108.05
4.7		46113.3	2576.94		8792.04	3167.9
4.8		46021.6	2615.74		8979.03	3227.22
4.9		45929.6	2653.79		9166.01	3286
5		45837.3	2691.1		9352.98	3344.23
5.1		45744.7	2727.67		9539.94	3401.88
5.2		45651.8	2763.5		9726.89	3458.95
5.3		45558.6	2798.57		9913.82	3515.43
5.4		45465.2	2832.89		10100.7	3571.3
5.5		45371.5	2866.46		10287.7	3626.54
5.6		45277.5	2899.28		10474.6	3681.15
5.7		45183.3	2931.34		10661.4	3735.1
5.8		45088.8	2962.64		10848.3	3788.39
5.9		44994.1	2993.17		11035.2	3841
6		44899.1	3022.95		11222	3892.92
6.1		44803.9	3051.95		11408.8	3944.13
6.2		44708.5	3080.2		11595.6	3994.62
6.3		44612.8	3107.67		11782.4	4044.37
6.4		44516.9	3134.37		11969.2	4093.37
6.5		44420.9	3160.3		12155.9	4141.61
6.6		44324.6	3185.45		12342.6	4189.07
6.7		44228.1	3209.83		12529.3	4235.74
6.8		44131.5	3233.44		12716	4281.6
6.9		44034.6	3256.26		12902.6	4326.63
7		43937.6	3278.3		13089.3	4370.84
7.1		43840.4	3299.57		13275.8	4414.19
7.2		43743	3320.04		13462.4	4456.67
7.3		43645.5	3339.74		13648.9	4498.28
7.4		43547.9	3358.65		13835.4	4538.99
7.5		43450	3376.77		14021.9	4578.8
7.6		43352.1	3394.11		14208.3	4617.68
7.7		43254	3410.65		14394.7	4655.62
7.8		43155.8	3426.41		14581	4692.61
7.9		43057.5	3441.38		14767.3	4728.63
8		42959	3455.55		14953.5	4763.67
8.1		42860.5	3468.93		15139.7	4797.72
8.2		42761.8	3481.52		15325.9	4830.76
8.3		42663	3493.31		15512	4862.77
8.4		42564.2	3504.31		15698.1	4893.74
8.5		42465.3	3514.51		15884.1	4923.65
8.6		42366.3	3523.92		16070	4952.5
8.7		42267.2	3532.53		16255.9	4980.27
8.8		42168.1	3540.34		16441.8	5006.93
8.9		42068.9	3547.35		16627.5	5032.49
9		41969.7	3553.57		16813.2	5056.92
9.1		41870.4	3558.98		16998.9	5080.21
9.2		41771.1	3563.6		17184.5	5102.34
9.3		41671.7	3567.42		17370	5123.31
9.4		41572.3	3570.43		17555.4	5143.09
9.5		41472.9	3572.65		17740.7	5161.68
9.6		41373.5	3574.07		17926	5179.05
9.7		41274.1	3574.69		18111.2	5195.2
9.8		41174.7	3574.51		18296.3	5210.11
9.9		41075.3	3573.52		18481.3	5223.77
10		40975.9	3571.74		18666.2	5236.16
10.1		40876.6	3569.16		18851.1	5247.28
10.2		40777.2	3565.78		19035.8	5257.09
10.3		40677.9	3561.6		19220.4	5265.61
10.4		40578.7	3556.62		19405	5272.8
10.5		40479.5	3550.84		19589.4	5278.66
10.6		40380.3	3544.26		19773.7	5283.17
10.7		40281.2	3536.89		19957.9	5286.32
10.8		40182.2	3528.72		20142	5288.1
10.9		40083.2	3519.75		20326	5288.49
11		39984.3	3509.99		20509.8	5287.49
11.1		39885.5	3499.43		20693.6	5285.07
11.2		39786.8	3488.07		20877.2	5281.23
11.3		39688.2	3475.92		21060.6	5275.96
11.4		39589.7	3462.98		21243.9	5269.24
11.5		39491.3	3449.25		21427.1	5261.06
11.6		39393	3434.72		21610.2	5251.41
11.7		39294.8	3419.4		21793	5240.28
11.8		39196.8	3403.3		21975.8	5227.65
11.9		39098.9	3386.4		22158.4	5213.51
12		39001.1	3368.72		22340.8	5197.86
12.1		38903.5	3350.26		22523	5180.69
12.2		38806.1	3331		22705.1	5161.97
12.3		38708.8	3310.97		22887	5141.7
12.4		38611.7	3290.15		23068.8	5119.88
12.5		38514.7	3268.55		23250.3	5096.48
12.6		38418	3246.17		23431.7	5071.5
12.7		38321.4	3223.02		23612.8	5044.94
12.8		38225	3199.08		23793.8	5016.77
12.9		38128.8	3174.37		23974.6	4986.99
13		38032.8	3148.89		24155.2	4955.6
13.1		37937.1	3122.64		24335.6	4922.57
13.2		37841.5	3095.62		24515.7	4887.91
13.3		37746.2	3067.83		24695.6	4851.6
13.4		37651.1	3039.27		24875.4	4813.64
13.5		37556.2	3009.95		25054.8	4774.02
13.6		37461.6	2979.87		25234.1	4732.72
13.7		37367.2	2949.02		25413.1	4689.75
13.8		37273.1	2917.42		25591.9	4645.09
13.9		37179.3	2885.06		25770.4	4598.73
14		37085.7	2851.95		25948.7	4550.68
14.1		36992.4	2818.08		26126.7	4500.91
14.2		36899.3	2783.47		26304.5	4449.43
14.3		36806.6	2748.11		26482	4396.23
14.4		36714.1	2712		26659.2	4341.3
14.5		36621.9	2675.15		26836.1	4284.63
14.501		36621	2674.78		26837.9	4284.05
14.502		36620.1	2674.41		26839.7	4283.46
14.503		36619.2	2674.04		26841.4	4282.88
14.504		36618.3	2673.67		26843.2	4282.29
14.505		36617.3	2673.3		26845	4281.71
14.506		36616.4	2672.93		26846.7	4281.12
14.507		36615.5	2672.57		26848.5	4280.54
14.508		36614.6	2672.2		26850.3	4279.95
14.509		36613.7	2671.83		26852	4279.37
14.51		36612.7	2671.46		26853.8	4278.78
14.511		36611.8	2671.09		26855.6	4278.2
14.512		36610.9	2670.72		26857.3	4277.61
14.513		36610	2670.35		26859.1	4277.02
14.514		36609	2669.98		26860.9	4276.44
14.515		36608.1	2669.61		26862.6	4275.85
14.516		36607.2	2669.24		26864.4	4275.27
14.517		36606.3	2668.87		26866.2	4274.68
14.518		36605.4	2668.5		26867.9	4274.09
14.519		36604.4	2668.13		26869.7	4273.5
14.52		36603.5	2667.76		26871.5	4272.92
14.521		36602.6	2667.39		26873.2	4272.33
14.522		36601.7	2667.02		26875	4271.74
14.523		36600.8	2666.65		26876.8	4271.15
14.524		36599.8	2666.28		26878.5	4270.57
14.525		36598.9	2665.91		26880.3	4269.98
14.526		36598	2665.54		26882.1	4269.39
14.527		36597.1	2665.17		26883.8	4268.8
14.528		36596.2	2664.8		26885.6	4268.21
14.529		36595.2	2664.43		26887.4	4267.62
14.53		36594.3	2664.06		26889.1	4267.03
14.531		36593.4	2663.69		26890.9	4266.44
14.532		36592.5	2663.32		26892.7	4265.85
14.533		36591.6	2662.95		26894.4	4265.26
14.534		36590.6	2662.57		26896.2	4264.67
14.535		36589.7	2662.2		26898	4264.08
14.536		36588.8	2661.83		26899.7	4263.49
14.537		36587.9	2661.46		26901.5	4262.9
14.538		36586.9	2661.09		26903.3	4262.31
14.539		36586	2660.72		26905	4261.72
14.54		36585.1	2660.35		26906.8	4261.13
14.541		36584.2	2659.98		26908.6	4260.54
14.542		36583.3	2659.6		26910.3	4259.95
14.543		36582.3	2659.23		26912.1	4259.36
14.544		36581.4	2658.86		26913.8	4258.77
14.545		36580.5	2658.49		26915.6	4258.17
14.546		36579.6	2658.12		26917.4	4257.58
14.547		36578.7	2657.74		26919.1	4256.99
14.548		36577.7	2657.37		26920.9	4256.4
14.549		36576.8	2657		26922.7	4255.81
14.55		36575.9	2656.63		26924.4	4255.21
14.551		36575	2656.26		26926.2	4254.62
14.552		36574.1	2655.88		26928	4254.03
14.553		36573.1	2655.51		26929.7	4253.43
14.554		36572.2	2655.14		26931.5	4252.84
14.555		36571.3	2654.77		26933.3	4252.25
14.556		36570.4	2654.39		26935	4251.65
14.557		36569.5	2654.02		26936.8	4251.06
14.558		36568.5	2653.65		26938.6	4250.47
14.559		36567.6	2653.27		26940.3	4249.87
14.56		36566.7	2652.9		26942.1	4249.28
14.561		36565.8	2652.53		26943.9	4248.68
14.562		36564.9	2652.16		26945.6	4248.09
14.563		36563.9	2651.78		26947.4	4247.49
14.564		36563	2651.41		26949.1	4246.9
14.565		36562.1	2651.04		26950.9	4246.3
14.566		36561.2	2650.66		26952.7	4245.71
14.567		36560.3	2650.29		26954.4	4245.11
